key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
188,10892,"Armorcraft","RecipeLevelTable#12","Bronze Celata",1,"Bronze Plate",2,"Bronze Rings",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
189,10894,"Armorcraft","RecipeLevelTable#13","Iron Ingot",1,"Iron Ore",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,,0,"Aspect: None",0,False,50,100,67,0,0,0,0,0,"",True,True,True,"","",False,False,0
190,10895,"Armorcraft","RecipeLevelTable#13","Bronze Sabatons",1,"Bronze Plate",2,"Bronze Rings",1,"Hard Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
191,10897,"Armorcraft","RecipeLevelTable#14","Iron Rivets",1,"Iron Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,,0,"Aspect: None",0,False,50,100,67,0,0,0,0,0,"",True,True,True,"","",False,False,0
192,10896,"Armorcraft","RecipeLevelTable#14","Iron Plate",1,"Iron Ingot",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,,0,"Aspect: None",0,False,50,100,67,0,0,0,0,0,"",True,True,True,"","",False,False,0
193,10898,"Armorcraft","RecipeLevelTable#14","Bronze Gauntlets",1,"Bronze Plate",2,"Iron Rivets",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
194,10899,"Armorcraft","RecipeLevelTable#15","Iron Rings",1,"Iron Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,,0,"Aspect: None",0,False,50,100,58,0,0,0,0,0,"",True,True,True,"","",False,False,0
195,10903,"Armorcraft","RecipeLevelTable#15","Bronze Buckler",1,"Bronze Plate",1,"Bronze Ingot",1,"Iron Rivets",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
196,10902,"Armorcraft","RecipeLevelTable#15","Iron Skillet",1,"Iron Plate",1,"Ash Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
197,10901,"Armorcraft","RecipeLevelTable#15","Brass Alembic",1,"Amateur's Alembic",1,"Bronze Rivets",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,150,75,100,0,0,0,0,0,"",False,True,True,"","",False,False,0
198,10904,"Armorcraft","RecipeLevelTable#16","Decorated Bronze Barbut",1,"Bronze Barbut",1,"Copper Ingot",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,150,75,100,0,0,0,0,0,"",False,True,True,"","",False,False,0
199,10905,"Armorcraft","RecipeLevelTable#16","Decorated Bronze Mitt Gauntlets",1,"Bronze Mitt Gauntlets",1,"Bronze Rivets",1,"Leather",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,150,75,100,0,0,0,0,0,"",False,True,True,"","",False,False,0
200,10906,"Armorcraft","RecipeLevelTable#17","Iron Hoplon",1,"Iron Plate",2,"Elm Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
201,10907,"Armorcraft","RecipeLevelTable#18","Initiate's Alembic",1,"Iron Plate",1,"Bronze Rivets",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
202,10908,"Armorcraft","RecipeLevelTable#18","Initiate's Skillet",1,"Iron Plate",1,"Elm Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
203,10911,"Armorcraft","RecipeLevelTable#19","Iron Sabatons",1,"Iron Plate",2,"Bronze Rings",1,"Hard Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
204,10909,"Armorcraft","RecipeLevelTable#19","Iron Sallet",1,"Iron Plate",1,"Iron Ingot",1,"Iron Rivets",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
205,10910,"Armorcraft","RecipeLevelTable#19","Iron Plate Belt",1,"Iron Plate",2,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
206,10915,"Armorcraft","RecipeLevelTable#20","Iron Gauntlets",1,"Iron Plate",2,"Iron Rings",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
207,10914,"Armorcraft","RecipeLevelTable#20","Iron Cuirass",1,"Iron Plate",2,"Iron Rings",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
208,10913,"Armorcraft","RecipeLevelTable#20","Iron Celata",1,"Iron Plate",2,"Iron Rings",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
209,10912,"Armorcraft","RecipeLevelTable#20","Ironclad Bronze Buckler",1,"Bronze Buckler",1,"Bronze Ingot",1,"Iron Rivets",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",1,"Earth Shard",1,"Aspect: None",0,True,150,75,100,0,0,0,0,0,"",False,True,True,"","",False,False,0
210,10917,"Armorcraft","RecipeLevelTable#21","Iron Vambraces",1,"Iron Plate",1,"Aldgoat Leather",2,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
211,10916,"Armorcraft","RecipeLevelTable#21","Iron Lantern Shield",1,"Iron Plate",2,"Tallow Candle",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
212,10918,"Armorcraft","RecipeLevelTable#22","Iron Elmo",1,"Iron Plate",2,"Iron Rivets",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
213,10919,"Armorcraft","RecipeLevelTable#22","Iron-plated Jackboots",1,"Iron Ingot",1,"Aldgoat Leather",1,"Beast Sinew",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
214,10920,"Armorcraft","RecipeLevelTable#23","Iron Alembic",1,"Iron Plate",1,"Iron Rivets",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
215,10924,"Armorcraft","RecipeLevelTable#23","Iron Scale Greaves",1,"Iron Plate",2,"Iron Ingot",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
216,10923,"Armorcraft","RecipeLevelTable#23","Iron Scale Fingers",1,"Iron Plate",1,"Iron Ingot",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
217,10922,"Armorcraft","RecipeLevelTable#23","Iron Scale Mail",1,"Iron Plate",1,"Aldgoat Leather",2,"Silver Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
218,10921,"Armorcraft","RecipeLevelTable#23","Iron Frypan",1,"Iron Plate",1,"Yew Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",1,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
219,10926,"Armorcraft","RecipeLevelTable#24","Reinforced Iron Sallet",1,"Iron Sallet",1,"Iron Rivets",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",2,"Aspect: None",0,True,150,75,100,0,0,0,0,0,"",False,True,True,"","",False,False,0
220,10925,"Armorcraft","RecipeLevelTable#24","Iron Scutum",1,"Iron Plate",2,"Iron Rivets",3,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
221,10927,"Armorcraft","RecipeLevelTable#24","Reinforced Iron Plate Belt",1,"Iron Plate",3,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
222,10928,"Armorcraft","RecipeLevelTable#25","Heavy Iron Armor",1,"Iron Plate",4,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
223,10929,"Armorcraft","RecipeLevelTable#25","Heavy Iron Gauntlets",1,"Iron Plate",3,"Iron Rings",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
224,10930,"Armorcraft","RecipeLevelTable#25","Heavy Iron Flanchard",1,"Iron Ingot",3,"Iron Rings",2,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
225,10931,"Armorcraft","RecipeLevelTable#26","Steel Ingot",1,"Bomb Ash",1,"Iron Ore",2,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,,0,"Aspect: None",0,False,50,100,58,0,0,0,0,0,"",True,True,True,"","",False,False,0
226,10933,"Armorcraft","RecipeLevelTable#26","Conical Alembic",1,"Iron Alembic",1,"Iron Rivets",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",2,"Earth Shard",2,"Aspect: None",0,True,150,75,100,0,0,0,0,0,"",False,True,True,"","",False,False,0
227,10934,"Armorcraft","RecipeLevelTable#27","Steel Plate",1,"Steel Ingot",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,,0,"Aspect: None",0,False,50,100,58,0,0,0,0,0,"",True,True,True,"","",False,False,0
228,10935,"Armorcraft","RecipeLevelTable#27","Steel Rivets",1,"Steel Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,,0,"Aspect: None",0,False,50,100,58,0,0,0,0,0,"",True,True,True,"","",False,False,0
229,10938,"Armorcraft","RecipeLevelTable#27","Iron Kite Shield",1,"Iron Plate",3,"Iron Rivets",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
230,10937,"Armorcraft","RecipeLevelTable#27","Bomb Frypan",1,"Steel Plate",1,"Yew Lumber",1,"Bomb Ash",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
231,10939,"Armorcraft","RecipeLevelTable#28","Steel Rings",1,"Steel Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,,0,"Aspect: None",0,False,50,100,58,0,0,0,0,0,"",True,True,True,"","",False,False,0
232,10941,"Armorcraft","RecipeLevelTable#28","Steel Tassets",1,"Steel Plate",2,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
233,10940,"Armorcraft","RecipeLevelTable#28","Steel Chainmail",1,"Steel Rings",3,"Undyed Velveteen",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
234,10944,"Armorcraft","RecipeLevelTable#29","Steel Sallet",1,"Iron Plate",1,"Steel Ingot",1,"Steel Rivets",1,"Steel Plate",1,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
235,10942,"Armorcraft","RecipeLevelTable#29","Steel Alembic",1,"Steel Plate",1,"Steel Rivets",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
236,10943,"Armorcraft","RecipeLevelTable#29","Steel Skillet",1,"Steel Plate",1,"Elm Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
237,10947,"Armorcraft","RecipeLevelTable#30","Steel Gauntlets",1,"Steel Plate",2,"Steel Rings",1,"Toad Leather",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
238,10946,"Armorcraft","RecipeLevelTable#30","Steel Cuirass",1,"Steel Plate",2,"Iron Rings",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
239,10948,"Armorcraft","RecipeLevelTable#30","Steel Sabatons",1,"Steel Plate",2,"Steel Rings",1,"Toad Leather",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
240,10945,"Armorcraft","RecipeLevelTable#30","Steel Celata",1,"Steel Plate",2,"Iron Rings",1,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
241,10949,"Armorcraft","RecipeLevelTable#30","Steel-plated Jackboots",1,"Steel Plate",1,"Aldgoat Leather",1,"Diremite Sinew",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
242,10952,"Armorcraft","RecipeLevelTable#31","Steel Vambraces",1,"Steel Plate",1,"Aldgoat Leather",2,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
243,10953,"Armorcraft","RecipeLevelTable#31","Steel Plate Belt",1,"Steel Plate",2,"Boar Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
244,10950,"Armorcraft","RecipeLevelTable#31","Bull Hoplon",1,"Steel Plate",1,"Steel Ingot",2,"Walnut Lumber",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
245,10951,"Armorcraft","RecipeLevelTable#31","Steel Elmo",1,"Steel Plate",2,"Steel Rivets",1,"Toad Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
246,10956,"Armorcraft","RecipeLevelTable#32","Steel Scale Greaves",1,"Steel Plate",2,"Steel Ingot",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
247,10955,"Armorcraft","RecipeLevelTable#32","Steel Scale Fingers",1,"Steel Plate",1,"Steel Ingot",1,"Toad Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
248,10954,"Armorcraft","RecipeLevelTable#32","Steel Scale Mail",1,"Steel Plate",1,"Aldgoat Leather",2,"Silver Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",3,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
249,10958,"Armorcraft","RecipeLevelTable#33","Decorated Buckler",1,"Ironclad Bronze Buckler",1,"Silver Ingot",1,"Iron Rivets",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,150,75,100,0,0,0,0,0,"",False,True,True,"","",False,False,0
250,10957,"Armorcraft","RecipeLevelTable#33","White Skillet",1,"Steel Plate",1,"Walnut Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
251,10959,"Armorcraft","RecipeLevelTable#34","Silver Alembic",1,"Steel Plate",1,"Steel Rivets",1,"Silver Ingot",1,"Eye of Fire",1,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
252,10963,"Armorcraft","RecipeLevelTable#34","Reinforced Steel Plate Belt",1,"Steel Plate",3,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
253,10961,"Armorcraft","RecipeLevelTable#34","Heavy Steel Armor",1,"Steel Plate",4,"Brass Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
254,10962,"Armorcraft","RecipeLevelTable#34","Heavy Steel Gauntlets",1,"Steel Plate",3,"Steel Rings",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
255,10960,"Armorcraft","RecipeLevelTable#34","Decorated Iron Scutum",1,"Iron Scutum",1,"Iron Rivets",2,"Toad Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,150,75,100,0,0,0,0,0,"",False,True,True,"","",False,False,0
256,10966,"Armorcraft","RecipeLevelTable#35","Heavy Steel Flanchard",1,"Steel Ingot",3,"Steel Rings",2,"Boar Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
257,10967,"Armorcraft","RecipeLevelTable#35","Steel-plated Caligae",1,"Boar Leather",1,"Steel Plate",1,"Steel Rivets",1,"Animal Sinew",1,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
258,10964,"Armorcraft","RecipeLevelTable#35","Steel Barbut",1,"Iron Plate",1,"Steel Plate",1,"Steel Rivets",1,"Steel Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
259,10965,"Armorcraft","RecipeLevelTable#35","Steel Mitt Gauntlets",1,"Iron Plate",1,"Steel Plate",1,"Steel Rivets",1,"Boar Leather",1,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",3,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
260,10969,"Armorcraft","RecipeLevelTable#36","Mythril Ingot",1,"Mythril Ore",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
261,10970,"Armorcraft","RecipeLevelTable#36","Steel Frypan",1,"Steel Plate",1,"Oak Lumber",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
262,10971,"Armorcraft","RecipeLevelTable#37","Mythril Rings",1,"Mythril Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
263,10972,"Armorcraft","RecipeLevelTable#37","Mythril Rivets",1,"Mythril Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
264,10973,"Armorcraft","RecipeLevelTable#37","Bladed Lantern Shield",1,"Steel Plate",1,"Steel Rivets",1,"Iron Ingot",2,"Tallow Candle",1,"",0,"",0,"",0,"",0,"Ice Shard",4,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
265,10975,"Armorcraft","RecipeLevelTable#38","Mythril Plate",1,"Mythril Ingot",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
266,10985,"Armorcraft","RecipeLevelTable#40","Horn Scale Mail",1,"Aldgoat Horn",1,"Boar Leather",2,"Steel Ingot",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
267,10984,"Armorcraft","RecipeLevelTable#40","Mythril Elmo",1,"Mythril Plate",2,"Mythril Rivets",1,"Boar Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
268,10983,"Armorcraft","RecipeLevelTable#40","Mythril Alembic",1,"Mythril Plate",1,"Mythril Rivets",1,"Steel Ingot",1,"Eye of Earth",1,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
269,10989,"Armorcraft","RecipeLevelTable#41","Mythril-plated Jackboots",1,"Mythril Plate",1,"Boar Leather",1,"Mythril Ingot",1,"Hippogryph Sinew",1,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
270,10987,"Armorcraft","RecipeLevelTable#41","Mythril Barbut",1,"Steel Plate",1,"Mythril Plate",1,"Mythril Rivets",1,"Mythril Ingot",1,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
271,10996,"Armorcraft","RecipeLevelTable#42","Mythril-plated Caligae",1,"Peiste Leather",1,"Mythril Plate",1,"Mythril Rivets",1,"Bronze Ingot",1,"Hippogryph Sinew",1,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
272,10993,"Armorcraft","RecipeLevelTable#42","Mythril Mesail",1,"Mythril Plate",1,"Mythril Rivets",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
273,10991,"Armorcraft","RecipeLevelTable#42","Cobalt Ingot",1,"Cobalt Ore",2,"Iron Ore",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
274,10988,"Armorcraft","RecipeLevelTable#41","Mythril Vambraces",1,"Mythril Plate",1,"Boar Leather",1,"Peiste Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
275,10997,"Armorcraft","RecipeLevelTable#42","Mythril Sollerets",1,"Mythril Plate",1,"Mythril Rings",2,"Aldgoat Leather",1,"Hippogryph Sinew",1,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
276,10994,"Armorcraft","RecipeLevelTable#42","Mythril Chain Coif",1,"Mythril Plate",1,"Mythril Rings",2,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
277,10995,"Armorcraft","RecipeLevelTable#42","Mythril Haubergeon",1,"Mythril Rings",3,"Undyed Woolen Cloth",1,"Steel Plate",1,"Aldgoat Leather",1,"",0,"",0,"",0,"",0,"Ice Shard",5,"Earth Shard",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
278,10998,"Armorcraft","RecipeLevelTable#43","Cobalt Plate",1,"Cobalt Ingot",2,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
279,10999,"Armorcraft","RecipeLevelTable#43","Cobalt Rings",1,"Cobalt Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Shard",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
